"'=== Task 1: Monthly late rate overall and by ship_mode (Apr-Jun 2025) ==='"
"=== Task 1: Monthly late rate overall and by ship_mode (Apr-Jun 2025) ==="
order_month,ship_mode,total_orders,late_rate
3633,8,2025-04-09,0.390243902439024
3634,1,2025-04-09,0.315789473684211
3635,17,2025-04-09,0.55
3636,16,2025-04-09,0.463414634146341
3637,11,2025-04-09,0.666666666666667
3638,20,2025-04-09,0.484848484848485
3639,3,2025-04-09,0.4
3640,16,2025-04-09,0.463414634146341
3641,4,2025-04-10,0.645161290322581
3642,2,2025-04-10,0.447368421052632
3643,1,2025-04-10,0.325
3644,1,2025-04-10,0.325
3645,15,2025-04-10,0.44
3646,2,2025-04-10,0.447368421052632
3647,15,2025-04-10,0.44
3648,15,2025-04-11,0.407407407407407
3649,20,2025-04-11,0.514285714285714
3650,18,2025-04-11,0.472222222222222
3651,9,2025-04-11,0.516129032258065
3652,12,2025-04-11,0.517241379310345
3653,3,2025-04-11,0.371428571428571
3654,11,2025-04-11,0.67741935483871
3655,9,2025-04-12,0.53125
3656,14,2025-04-12,0.59375
3657,9,2025-04-12,0.53125
3658,5,2025-04-12,0.5
3659,2,2025-04-12,0.432432432432432
3660,5,2025-04-12,0.5
3661,8,2025-04-12,0.414634146341463
3662,13,2025-04-13,0.457142857142857
3663,1,2025-04-13,0.341463414634146
3664,18,2025-04-13,0.444444444444444
3665,1,2025-04-13,0.341463414634146
3666,8,2025-04-13,0.404761904761905
3667,14,2025-04-14,0.59375
3668,11,2025-04-14,0.7
3669,13,2025-04-14,0.444444444444444
3670,13,2025-04-14,0.444444444444444
3671,10,2025-04-14,0.461538461538462
3672,12,2025-04-14,0.482758620689655
3673,2,2025-04-14,0.421052631578947
3674,14,2025-04-14,0.59375
3675,20,2025-04-14,0.542857142857143
3676,2,2025-04-15,0.435897435897436
3677,5,2025-04-15,0.517241379310345
3678,12,2025-04-15,0.482758620689655
3679,7,2025-04-15,0.5
3680,5,2025-04-15,0.517241379310345
3681,13,2025-04-15,0.421052631578947
3682,9,2025-04-15,0.529411764705882
3683,13,2025-04-16,0.41025641025641
3684,18,2025-04-16,0.470588235294118
3685,10,2025-04-16,0.444444444444444
3686,18,2025-04-16,0.470588235294118
3687,14,2025-04-16,0.617647058823529
3688,13,2025-04-16,0.41025641025641
3689,13,2025-04-16,0.41025641025641
3690,14,2025-04-16,0.617647058823529
3691,2,2025-04-16,0.425
3692,2,2025-04-16,0.425
3693,7,2025-04-16,0.488888888888889
3694,11,2025-04-17,0.67741935483871
3695,10,2025-04-17,0.428571428571429
3696,2,2025-04-17,0.428571428571429
3697,5,2025-04-17,0.548387096774194
3698,13,2025-04-17,0.404761904761905
3699,2,2025-04-17,0.428571428571429
3700,6,2025-04-17,0.542857142857143
3701,15,2025-04-17,0.407407407407407
3702,20,2025-04-18,0.5625
3703,15,2025-04-18,0.392857142857143
3704,12,2025-04-18,0.464285714285714
3705,10,2025-04-19,0.428571428571429
3706,2,2025-04-19,0.418604651162791
3707,2,2025-04-19,0.418604651162791
3708,17,2025-04-19,0.552631578947368
3709,9,2025-04-19,0.514285714285714
3710,16,2025-04-19,0.457142857142857
3711,6,2025-04-19,0.555555555555556
3712,15,2025-04-20,0.413793103448276
3713,6,2025-04-20,0.540540540540541
3714,1,2025-04-20,0.35
3715,9,2025-04-20,0.5
3716,19,2025-04-20,0.4
3717,5,2025-04-20,0.53125
3718,8,2025-04-20,0.459459459459459
3719,13,2025-04-21,0.375
3720,14,2025-04-21,0.628571428571429
3721,17,2025-04-21,0.567567567567568
3722,13,2025-04-21,0.375
3723,18,2025-04-21,0.441176470588235
3724,20,2025-04-22,0.545454545454545
3725,4,2025-04-22,0.633333333333333
3726,15,2025-04-22,0.433333333333333
3727,8,2025-04-22,0.473684210526316
3728,20,2025-04-22,0.545454545454545
3729,20,2025-04-22,0.545454545454545
3730,5,2025-04-22,0.5625
3731,3,2025-04-23,0.413793103448276
3732,5,2025-04-23,0.575757575757576
3733,2,2025-04-23,0.418604651162791
3734,3,2025-04-23,0.413793103448276
3735,3,2025-04-23,0.413793103448276
3736,19,2025-04-23,0.368421052631579
3737,5,2025-04-23,0.575757575757576
3738,18,2025-04-23,0.457142857142857
3739,6,2025-04-23,0.552631578947368
3740,8,2025-04-23,0.461538461538462
3741,13,2025-04-23,0.380952380952381
3742,2,2025-04-23,0.418604651162791
3743,13,2025-04-24,0.404761904761905
3744,2,2025-04-24,0.409090909090909
3745,5,2025-04-24,0.6
3746,16,2025-04-24,0.428571428571429
3747,4,2025-04-24,0.6
3748,18,2025-04-24,0.444444444444444
3749,19,2025-04-24,0.35
3750,14,2025-04-24,0.645161290322581
3751,12,2025-04-24,0.464285714285714
3752,14,2025-04-25,0.65625
3753,20,2025-04-25,0.542857142857143
3754,15,2025-04-25,0.379310344827586
3755,9,2025-04-25,0.529411764705882
3756,7,2025-04-25,0.511627906976744
3757,17,2025-04-25,0.583333333333333
3758,6,2025-04-25,0.552631578947368
3759,14,2025-04-25,0.65625
3760,20,2025-04-25,0.542857142857143
3761,20,2025-04-25,0.542857142857143
3762,1,2025-04-25,0.378378378378378
3763,2,2025-04-25,0.422222222222222
3764,12,2025-04-26,0.464285714285714
3765,17,2025-04-26,0.567567567567568
3766,4,2025-04-26,0.607142857142857
3767,4,2025-04-26,0.607142857142857
3768,15,2025-04-26,0.379310344827586
3769,4,2025-04-26,0.607142857142857
3770,1,2025-04-27,0.378378378378378
3771,2,2025-04-27,0.4
3772,13,2025-04-27,0.428571428571429
3773,1,2025-04-27,0.378378378378378
3774,7,2025-04-27,0.488372093023256
3775,3,2025-04-27,0.419354838709677
3776,4,2025-04-27,0.6
3777,6,2025-04-27,0.552631578947368
3778,12,2025-04-28,0.5
3779,17,2025-04-28,0.583333333333333
3780,13,2025-04-28,0.452380952380952
3781,14,2025-04-28,0.666666666666667
3782,8,2025-04-28,0.435897435897436
3783,12,2025-04-28,0.5
3784,13,2025-04-28,0.452380952380952
3785,15,2025-04-28,0.379310344827586
3786,10,2025-04-28,0.407407407407407
3787,9,2025-04-29,0.5
3788,9,2025-04-29,0.5
3789,4,2025-04-29,0.612903225806452
3790,1,2025-04-29,0.394736842105263
3791,6,2025-04-29,0.526315789473684
3792,19,2025-04-29,0.35
3793,15,2025-04-29,0.4
3794,14,2025-04-29,0.647058823529412
3795,16,2025-04-29,0.416666666666667
3796,7,2025-04-30,0.5
3797,6,2025-04-30,0.512820512820513
3798,16,2025-04-30,0.405405405405405
3799,15,2025-04-30,0.4
3800,3,2025-04-30,0.40625
3801,9,2025-04-30,0.5
3802,3,2025-04-30,0.40625
3803,15,2025-04-30,0.4
3804,1,2025-05-01,0.384615384615385
3805,5,2025-05-01,0.617647058823529
3806,16,2025-05-01,0.394736842105263
3807,10,2025-05-01,0.384615384615385
3808,9,2025-05-01,0.513513513513513
3809,14,2025-05-01,0.636363636363636
3810,13,2025-05-01,0.454545454545455
3811,3,2025-05-01,0.441176470588235
3812,18,2025-05-01,0.393939393939394
3813,10,2025-05-01,0.384615384615385
3814,13,2025-05-02,0.444444444444444
3815,17,2025-05-02,0.6
3816,9,2025-05-02,0.513513513513513
3817,4,2025-05-02,0.625
3818,16,2025-05-02,0.394736842105263
3819,19,2025-05-02,0.35
3820,6,2025-05-02,0.525
3821,15,2025-05-03,0.387096774193548
3822,15,2025-05-03,0.387096774193548
3823,6,2025-05-03,0.536585365853659
3824,7,2025-05-03,0.5
3825,8,2025-05-03,0.435897435897436
3826,7,2025-05-03,0.5
3827,3,2025-05-03,0.484848484848485
3828,20,2025-05-03,0.485714285714286
3829,3,2025-05-03,0.484848484848485
3830,1,2025-05-03,0.375
3831,18,2025-05-03,0.411764705882353
3832,7,2025-05-03,0.5
3833,14,2025-05-04,0.625
3834,2,2025-05-04,0.363636363636364
3835,9,2025-05-04,0.5
3836,15,2025-05-04,0.363636363636364
3837,17,2025-05-04,0.571428571428571
3838,18,2025-05-04,0.4
3839,9,2025-05-04,0.5
3840,5,2025-05-05,0.575757575757576
3841,20,2025-05-05,0.485714285714286
3842,12,2025-05-05,0.481481481481481
3843,6,2025-05-05,0.560975609756098
3844,18,2025-05-05,0.428571428571429
3845,2,2025-05-05,0.355555555555556
3846,17,2025-05-05,0.555555555555556
3847,7,2025-05-05,0.468085106382979
3848,12,2025-05-05,0.481481481481481
3849,6,2025-05-05,0.560975609756098
3850,12,2025-05-05,0.481481481481481
3851,3,2025-05-06,0.5
3852,10,2025-05-06,0.428571428571429
3853,8,2025-05-06,0.41025641025641
3854,11,2025-05-06,0.72
3855,17,2025-05-06,0.571428571428571
3856,2,2025-05-06,0.333333333333333
3857,11,2025-05-06,0.72
3858,19,2025-05-06,0.4
3859,4,2025-05-06,0.625
3860,17,2025-05-06,0.571428571428571
3861,9,2025-05-06,0.512820512820513
3862,1,2025-05-06,0.358974358974359
3863,14,2025-05-06,0.606060606060606
3864,13,2025-05-07,0.441860465116279
3865,14,2025-05-07,0.617647058823529
3866,6,2025-05-07,0.571428571428571
3867,6,2025-05-07,0.571428571428571
3868,20,2025-05-07,0.5
3869,15,2025-05-07,0.393939393939394
3870,13,2025-05-07,0.441860465116279
3871,10,2025-05-07,0.448275862068966
3872,19,2025-05-08,0.428571428571429
3873,17,2025-05-08,0.527777777777778
3874,10,2025-05-08,0.433333333333333
3875,1,2025-05-08,0.375
3876,2,2025-05-08,0.333333333333333
3877,15,2025-05-08,0.411764705882353
3878,18,2025-05-08,0.416666666666667
3879,6,2025-05-08,0.590909090909091
3880,12,2025-05-08,0.466666666666667
3881,13,2025-05-08,0.466666666666667
3882,15,2025-05-08,0.411764705882353
3883,2,2025-05-08,0.333333333333333
3884,6,2025-05-09,0.6
3885,2,2025-05-09,0.326086956521739
3886,19,2025-05-09,0.409090909090909
3887,6,2025-05-09,0.6
3888,15,2025-05-09,0.371428571428571
3889,17,2025-05-09,0.527777777777778
3890,7,2025-05-10,0.48936170212766
3891,4,2025-05-10,0.612903225806452
3892,12,2025-05-10,0.483870967741935
3893,18,2025-05-10,0.432432432432432
3894,16,2025-05-10,0.371428571428571
3895,13,2025-05-10,0.466666666666667
3896,2,2025-05-10,0.347826086956522
3897,11,2025-05-10,0.708333333333333
3898,16,2025-05-10,0.371428571428571
3899,15,2025-05-10,0.342857142857143
3900,4,2025-05-10,0.612903225806452
3901,18,2025-05-11,0.432432432432432
3902,3,2025-05-11,0.484848484848485
3903,1,2025-05-11,0.394736842105263
3904,3,2025-05-11,0.484848484848485
3905,19,2025-05-11,0.409090909090909
3906,12,2025-05-11,0.46875
3907,18,2025-05-11,0.432432432432432
3908,14,2025-05-11,0.628571428571429
3909,17,2025-05-12,0.555555555555556
3910,4,2025-05-12,0.575757575757576
3911,4,2025-05-12,0.575757575757576
3912,13,2025-05-12,0.456521739130435
3913,6,2025-05-12,0.565217391304348
3914,9,2025-05-12,0.5
3915,7,2025-05-12,0.479166666666667
3916,11,2025-05-12,0.68
3917,9,2025-05-12,0.5
3918,1,2025-05-13,0.371428571428571
3919,13,2025-05-13,0.454545454545455
3920,2,2025-05-13,0.377777777777778
3921,18,2025-05-13,0.421052631578947
3922,9,2025-05-13,0.525
3923,18,2025-05-13,0.421052631578947
3924,20,2025-05-13,0.529411764705882
3925,2,2025-05-13,0.377777777777778
3926,5,2025-05-14,0.59375
3927,13,2025-05-14,0.444444444444444
3928,6,2025-05-14,0.553191489361702
3929,1,2025-05-14,0.388888888888889
3930,12,2025-05-14,0.4375
3931,4,2025-05-14,0.6
3932,2,2025-05-14,0.382978723404255
3933,20,2025-05-14,0.542857142857143
3934,3,2025-05-14,0.514285714285714
3935,19,2025-05-14,0.454545454545455
3936,18,2025-05-14,0.41025641025641
3937,15,2025-05-14,0.342857142857143
3938,3,2025-05-14,0.514285714285714
3939,10,2025-05-14,0.419354838709677
3940,2,2025-05-14,0.382978723404255
3941,2,2025-05-14,0.382978723404255
3942,6,2025-05-15,0.541666666666667
3943,5,2025-05-15,0.606060606060606
3944,8,2025-05-15,0.416666666666667
3945,13,2025-05-15,0.434782608695652
3946,20,2025-05-15,0.527777777777778
3947,19,2025-05-15,0.478260869565217
3948,16,2025-05-15,0.388888888888889
3949,11,2025-05-15,0.708333333333333
3950,19,2025-05-15,0.478260869565217
3951,9,2025-05-15,0.51219512195122
3952,3,2025-05-15,0.484848484848485
3953,12,2025-05-16,0.424242424242424
3954,19,2025-05-16,0.458333333333333
3955,19,2025-05-16,0.458333333333333
3956,15,2025-05-16,0.371428571428571
3957,17,2025-05-16,0.567567567567568
3958,18,2025-05-16,0.4
3959,6,2025-05-16,0.551020408163265
3960,8,2025-05-16,0.444444444444444
3961,1,2025-05-16,0.378378378378378
3962,18,2025-05-17,0.41025641025641
3963,4,2025-05-17,0.611111111111111
3964,14,2025-05-17,0.606060606060606
3965,15,2025-05-17,0.388888888888889
3966,5,2025-05-17,0.636363636363636
3967,11,2025-05-17,0.68
3968,17,2025-05-17,0.552631578947368
3969,10,2025-05-17,0.366666666666667
3970,4,2025-05-17,0.611111111111111
3971,4,2025-05-17,0.611111111111111
3972,3,2025-05-17,0.484848484848485
3973,14,2025-05-18,0.588235294117647
3974,18,2025-05-18,0.425
3975,16,2025-05-18,0.4
3976,18,2025-05-18,0.425
3977,8,2025-05-18,0.459459459459459
3978,13,2025-05-18,0.446808510638298
3979,6,2025-05-18,0.541666666666667
3980,12,2025-05-19,0.411764705882353
3981,3,2025-05-19,0.454545454545455
3982,14,2025-05-19,0.617647058823529
3983,4,2025-05-19,0.567567567567568
3984,11,2025-05-19,0.68
3985,7,2025-05-19,0.463414634146341
3986,12,2025-05-19,0.411764705882353
3987,11,2025-05-19,0.68
3988,17,2025-05-20,0.538461538461538
3989,6,2025-05-20,0.520833333333333
3990,6,2025-05-20,0.520833333333333
3991,1,2025-05-20,0.394736842105263
3992,15,2025-05-20,0.388888888888889
3993,19,2025-05-20,0.5
3994,16,2025-05-20,0.411764705882353
3995,11,2025-05-20,0.692307692307692
3996,14,2025-05-21,0.617647058823529
3997,18,2025-05-21,0.414634146341463
3998,4,2025-05-21,0.552631578947368
3999,14,2025-05-21,0.617647058823529
4000,1,2025-05-21,0.384615384615385
4001,9,2025-05-21,0.536585365853659
4002,11,2025-05-21,0.730769230769231
4003,5,2025-05-21,0.636363636363636
4004,6,2025-05-22,0.530612244897959
4005,8,2025-05-22,0.486486486486487
4006,1,2025-05-22,0.384615384615385
4007,11,2025-05-23,0.740740740740741
4008,15,2025-05-23,0.416666666666667
4009,15,2025-05-23,0.416666666666667
4010,20,2025-05-23,0.606060606060606
4011,13,2025-05-23,0.477272727272727
4012,7,2025-05-23,0.473684210526316
4013,3,2025-05-23,0.454545454545455
4014,2,2025-05-24,0.348837209302326
4015,11,2025-05-24,0.75
4016,5,2025-05-24,0.617647058823529
4017,7,2025-05-24,0.487179487179487
4018,2,2025-05-24,0.348837209302326
4019,4,2025-05-24,0.564102564102564
4020,6,2025-05-25,0.551020408163265
4021,3,2025-05-25,0.470588235294118
4022,14,2025-05-25,0.588235294117647
4023,17,2025-05-25,0.526315789473684
4024,15,2025-05-25,0.405405405405405
4025,16,2025-05-25,0.375
4026,9,2025-05-26,0.523809523809524
4027,7,2025-05-26,0.5
4028,14,2025-05-26,0.6
4029,12,2025-05-26,0.382352941176471
4030,7,2025-05-26,0.5
4031,7,2025-05-26,0.5
4032,7,2025-05-26,0.5
4033,16,2025-05-26,0.34375
4034,3,2025-05-27,0.5
4035,15,2025-05-27,0.405405405405405
4036,2,2025-05-27,0.333333333333333
4037,10,2025-05-27,0.44
4038,6,2025-05-27,0.530612244897959
4039,20,2025-05-27,0.625
4040,1,2025-05-27,0.428571428571429
4041,7,2025-05-27,0.5
4042,12,2025-05-28,0.352941176470588
4043,19,2025-05-28,0.5
4044,2,2025-05-28,0.311111111111111
4045,3,2025-05-28,0.485714285714286
4046,18,2025-05-28,0.361111111111111
4047,10,2025-05-28,0.423076923076923
4048,15,2025-05-28,0.394736842105263
4049,4,2025-05-28,0.555555555555556
4050,14,2025-05-28,0.588235294117647
4051,11,2025-05-28,0.724137931034483
4052,5,2025-05-29,0.7
4053,13,2025-05-29,0.439024390243902
4054,11,2025-05-29,0.733333333333333
4055,13,2025-05-29,0.439024390243902
4056,6,2025-05-30,0.541666666666667
4057,15,2025-05-30,0.41025641025641
4058,13,2025-05-30,0.476190476190476
4059,3,2025-05-30,0.5
4060,5,2025-05-30,0.709677419354839
4061,10,2025-05-30,0.384615384615385
4062,9,2025-05-30,0.552631578947368
4063,12,2025-05-31,0.371428571428571
4064,14,2025-05-31,0.571428571428571
4065,8,2025-05-31,0.514285714285714
4066,8,2025-05-31,0.514285714285714
4067,6,2025-05-31,0.530612244897959
4068,2,2025-05-31,0.333333333333333
4069,8,2025-05-31,0.514285714285714
4070,18,2025-06-01,0.371428571428571
4071,4,2025-06-01,0.583333333333333
4072,3,2025-06-01,0.486486486486487
4073,9,2025-06-01,0.552631578947368
4074,20,2025-06-01,0.612903225806452
4075,5,2025-06-01,0.6875
4076,1,2025-06-02,0.444444444444444
4077,5,2025-06-02,0.666666666666667
4078,5,2025-06-02,0.666666666666667
4079,12,2025-06-02,0.342857142857143
4080,19,2025-06-02,0.541666666666667
4081,4,2025-06-02,0.567567567567568
4082,3,2025-06-02,0.486486486486487
4083,14,2025-06-02,0.6
4084,1,2025-06-02,0.444444444444444
4085,6,2025-06-02,0.54
4086,5,2025-06-02,0.666666666666667
4087,5,2025-06-03,0.638888888888889
4088,12,2025-06-03,0.333333333333333
4089,11,2025-06-03,0.785714285714286
4090,16,2025-06-03,0.379310344827586
4091,9,2025-06-03,0.526315789473684
4092,12,2025-06-03,0.333333333333333
4093,18,2025-06-04,0.4
4094,1,2025-06-04,0.459459459459459
4095,20,2025-06-04,0.59375
4096,4,2025-06-04,0.578947368421053
4097,17,2025-06-04,0.515151515151515
4098,7,2025-06-04,0.447368421052632
4099,3,2025-06-05,0.5
4100,2,2025-06-05,0.340909090909091
4101,5,2025-06-05,0.621621621621622
4102,15,2025-06-05,0.394736842105263
4103,10,2025-06-06,0.384615384615385
4104,6,2025-06-06,0.52
4105,9,2025-06-06,0.486486486486487
4106,1,2025-06-06,0.459459459459459
4107,6,2025-06-06,0.52
4108,19,2025-06-06,0.5
4109,3,2025-06-07,0.5
4110,11,2025-06-07,0.75
4111,11,2025-06-07,0.75
4112,18,2025-06-07,0.416666666666667
4113,5,2025-06-07,0.621621621621622
4114,9,2025-06-07,0.5
4115,16,2025-06-07,0.344827586206897
4116,15,2025-06-07,0.394736842105263
4117,12,2025-06-07,0.305555555555556
4118,7,2025-06-08,0.470588235294118
4119,15,2025-06-08,0.384615384615385
4120,3,2025-06-08,0.512820512820513
4121,1,2025-06-08,0.459459459459459
4122,13,2025-06-08,0.459459459459459
4123,13,2025-06-08,0.459459459459459
4124,8,2025-06-08,0.580645161290323
4125,19,2025-06-08,0.5
4126,20,2025-06-08,0.612903225806452
4127,9,2025-06-08,0.512820512820513
4128,1,2025-06-09,0.486486486486487
4129,16,2025-06-09,0.379310344827586
4130,13,2025-06-09,0.487179487179487
4131,4,2025-06-09,0.594594594594595
4132,4,2025-06-09,0.594594594594595
4133,6,2025-06-09,0.519230769230769
4134,7,2025-06-09,0.470588235294118
4135,14,2025-06-09,0.588235294117647
4136,7,2025-06-09,0.470588235294118
4137,18,2025-06-10,0.432432432432432
4138,5,2025-06-10,0.621621621621622
4139,2,2025-06-10,0.333333333333333
4140,16,2025-06-10,0.379310344827586
4141,8,2025-06-10,0.633333333333333
4142,18,2025-06-10,0.432432432432432
4143,15,2025-06-10,0.4
4144,11,2025-06-10,0.758620689655172
4145,12,2025-06-10,0.294117647058824
4146,20,2025-06-10,0.625
4147,4,2025-06-10,0.615384615384615
4148,16,2025-06-10,0.379310344827586
4149,12,2025-06-10,0.294117647058824
4150,4,2025-06-11,0.6
4151,19,2025-06-11,0.52
4152,6,2025-06-11,0.528301886792453
4153,12,2025-06-11,0.257142857142857
4154,10,2025-06-11,0.375
4155,20,2025-06-12,0.625
4156,17,2025-06-12,0.461538461538462
4157,18,2025-06-12,0.473684210526316
4158,3,2025-06-12,0.5
4159,7,2025-06-12,0.514285714285714
4160,3,2025-06-12,0.5
4161,1,2025-06-12,0.527777777777778
4162,11,2025-06-13,0.740740740740741
4163,20,2025-06-13,0.606060606060606
4164,15,2025-06-13,0.414634146341463
4165,2,2025-06-13,0.355555555555556
4166,7,2025-06-13,0.5
4167,9,2025-06-13,0.555555555555556
4168,20,2025-06-14,0.617647058823529
4169,7,2025-06-14,0.486486486486487
4170,2,2025-06-14,0.369565217391304
4171,7,2025-06-14,0.486486486486487
4172,19,2025-06-14,0.538461538461538
4173,10,2025-06-14,0.375
4174,11,2025-06-14,0.75
4175,20,2025-06-14,0.617647058823529
4176,1,2025-06-14,0.555555555555556
4177,17,2025-06-14,0.461538461538462
4178,14,2025-06-15,0.617647058823529
4179,13,2025-06-15,0.487179487179487
4180,13,2025-06-15,0.487179487179487
4181,19,2025-06-15,0.518518518518518
4182,16,2025-06-15,0.392857142857143
4183,12,2025-06-15,0.257142857142857
4184,15,2025-06-15,0.404761904761905
4185,2,2025-06-15,0.382978723404255
4186,18,2025-06-15,0.5
4187,14,2025-06-16,0.647058823529412
4188,11,2025-06-16,0.758620689655172
4189,15,2025-06-16,0.395348837209302
4190,4,2025-06-16,0.605263157894737
4191,10,2025-06-16,0.36
4192,19,2025-06-16,0.535714285714286
4193,16,2025-06-16,0.333333333333333
4194,14,2025-06-16,0.647058823529412
4195,3,2025-06-16,0.536585365853659
4196,10,2025-06-16,0.36
4197,13,2025-06-17,0.5
4198,7,2025-06-17,0.486486486486487
4199,20,2025-06-17,0.588235294117647
4200,20,2025-06-17,0.588235294117647
4201,5,2025-06-17,0.594594594594595
4202,2,2025-06-17,0.382978723404255
4203,5,2025-06-17,0.594594594594595
4204,13,2025-06-17,0.5
4205,6,2025-06-17,0.510204081632653
4206,16,2025-06-17,0.321428571428571
4207,8,2025-06-18,0.592592592592593
4208,1,2025-06-18,0.571428571428571
4209,4,2025-06-18,0.615384615384615
4210,9,2025-06-18,0.555555555555556
4211,16,2025-06-18,0.310344827586207
4212,16,2025-06-19,0.3
4213,15,2025-06-19,0.372093023255814
4214,10,2025-06-19,0.346153846153846
4215,19,2025-06-19,0.555555555555556
4216,18,2025-06-20,0.512820512820513
4217,5,2025-06-20,0.615384615384615
4218,16,2025-06-20,0.344827586206897
4219,13,2025-06-20,0.5
4220,16,2025-06-20,0.344827586206897
4221,1,2025-06-20,0.6
4222,3,2025-06-20,0.564102564102564
4223,9,2025-06-20,0.567567567567568
4224,15,2025-06-20,0.395348837209302
4225,16,2025-06-20,0.344827586206897
4226,2,2025-06-20,0.361702127659574
4227,16,2025-06-20,0.344827586206897
4228,18,2025-06-20,0.512820512820513
4229,15,2025-06-21,0.386363636363636
4230,20,2025-06-21,0.617647058823529
4231,9,2025-06-21,0.552631578947368
4232,3,2025-06-21,0.575
4233,4,2025-06-21,0.641025641025641
4234,3,2025-06-21,0.575
4235,17,2025-06-21,0.423076923076923
4236,8,2025-06-21,0.56
4237,14,2025-06-22,0.657142857142857
4238,20,2025-06-22,0.6
4239,17,2025-06-22,0.444444444444444
4240,2,2025-06-22,0.361702127659574
4241,18,2025-06-22,0.51219512195122
4242,9,2025-06-22,0.564102564102564
4243,2,2025-06-22,0.361702127659574
4244,13,2025-06-22,0.5
4245,17,2025-06-22,0.444444444444444
4246,18,2025-06-22,0.51219512195122
4247,17,2025-06-22,0.444444444444444
4248,14,2025-06-23,0.638888888888889
4249,2,2025-06-23,0.346938775510204
4250,1,2025-06-23,0.611111111111111
4251,4,2025-06-23,0.615384615384615
4252,5,2025-06-23,0.605263157894737
4253,7,2025-06-23,0.472222222222222
4254,12,2025-06-24,0.303030303030303
4255,20,2025-06-24,0.6
4256,3,2025-06-24,0.547619047619048
4257,2,2025-06-24,0.34
4258,9,2025-06-24,0.552631578947368
4259,1,2025-06-24,0.594594594594595
4260,16,2025-06-24,0.375
4261,17,2025-06-24,0.466666666666667
4262,8,2025-06-24,0.538461538461538
4263,3,2025-06-24,0.547619047619048
4264,1,2025-06-24,0.594594594594595
4265,2,2025-06-24,0.34
4266,14,2025-06-24,0.648648648648649
4267,9,2025-06-24,0.552631578947368
4268,1,2025-06-24,0.594594594594595
4269,19,2025-06-25,0.535714285714286
4270,12,2025-06-25,0.303030303030303
4271,19,2025-06-25,0.535714285714286
4272,5,2025-06-25,0.567567567567568
4273,6,2025-06-25,0.523809523809524
4274,20,2025-06-25,0.583333333333333
4275,17,2025-06-25,0.451612903225806
4276,19,2025-06-26,0.517241379310345
4277,5,2025-06-26,0.578947368421053
4278,4,2025-06-26,0.641025641025641
4279,9,2025-06-26,0.58974358974359
4280,7,2025-06-26,0.5
4281,2,2025-06-27,0.333333333333333
4282,11,2025-06-27,0.740740740740741
4283,4,2025-06-27,0.648648648648649
4284,9,2025-06-27,0.6
4285,6,2025-06-27,0.55
4286,7,2025-06-27,0.514285714285714
4287,18,2025-06-27,0.523809523809524
4288,11,2025-06-27,0.740740740740741
4289,10,2025-06-28,0.375
4290,14,2025-06-28,0.657142857142857
4291,8,2025-06-28,0.56
4292,16,2025-06-28,0.375
4293,7,2025-06-28,0.485714285714286
4294,2,2025-06-28,0.326923076923077
4295,15,2025-06-28,0.363636363636364
4296,14,2025-06-28,0.657142857142857
4297,19,2025-06-28,0.5
4298,11,2025-06-29,0.740740740740741
4299,11,2025-06-29,0.740740740740741
4300,10,2025-06-29,0.36
4301,7,2025-06-29,0.529411764705882
4302,3,2025-06-29,0.545454545454545
4303,16,2025-06-29,0.393939393939394
4304,4,2025-06-29,0.657894736842105
4305,12,2025-06-29,0.323529411764706
4306,12,2025-06-30,0.314285714285714
4307,10,2025-06-30,0.384615384615385
"'--------------------------------------------'"
--------------------------------------------
"'=== Task 4: Detect overlapping price windows per (supplier_id, sku) ==='"
"=== Task 4: Detect overlapping price windows per (supplier_id, sku) ==="
"'--------------------------------------------'"
--------------------------------------------
"'=== Task 5: Order value in EUR (with valid price) ==='"
"=== Task 5: Order value in EUR (with valid price) ==="
order_id,supplier_id,sku,qty,currency,order_date,price_per_uom,price_currency,price_eur,order_value_eur
6,15,SKU00028,15,EUR,2024-01-02,13.68,EUR,13.68,205.2
8,9,SKU00040,50,USD,2024-01-02,29.43,USD,27.0756,1353.78
9,7,SKU00038,6,USD,2024-01-02,12.93,USD,11.8956,71.3736
14,13,SKU00023,21,EUR,2024-01-03,7.33,EUR,7.33,153.93
18,2,SKU00032,22,EUR,2024-01-03,14.1,EUR,14.1,310.2
19,18,SKU00019,34,EUR,2024-01-03,19.84,EUR,19.84,674.56
28,5,SKU00013,55,USD,2024-01-04,18.75,USD,17.25,948.75
29,10,SKU00012,6,EUR,2024-01-04,27.29,EUR,27.29,163.74
31,6,SKU00036,11,EUR,2024-01-04,7.34,EUR,7.34,80.74
32,7,SKU00007,17,EUR,2024-01-05,9.05,EUR,9.05,153.85
41,8,SKU00029,14,EUR,2024-01-06,61.5,EUR,61.5,861.0
42,17,SKU00020,33,EUR,2024-01-06,22.16,EUR,22.16,731.28
43,1,SKU00014,21,EUR,2024-01-06,23.43,EUR,23.43,492.03
45,17,SKU00011,7,EUR,2024-01-06,60.6,EUR,60.6,424.2
50,8,SKU00028,16,EUR,2024-01-07,14.55,EUR,14.55,232.8
51,15,SKU00018,17,EUR,2024-01-07,9.96,EUR,9.96,169.32
52,15,SKU00011,11,EUR,2024-01-07,59.39,EUR,59.39,653.29
53,18,SKU00008,25,EUR,2024-01-08,13.1,EUR,13.1,327.5
54,15,SKU00018,10,EUR,2024-01-08,9.96,EUR,9.96,99.6
